Arranger,Composer,Title,Folder/Catalogue #,# Copies,Voicing,Publisher,Publication or Reprint Date,OCLC#,Season / Type,Extra Instruments & Info,,,,,,,,,,,,,,,,,
"Shaw, M.",,I Sing of a Maiden,698,25,SATB,Photocopy,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,Amazing Grace,699,43,SAATTBB,Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,Angels We Have Heard On High,700,40,SATB,G. Schirmer,,,Folk-Christmas,"A cappella, divisi",,,,,,,,,,,,,,,,,
Shaw-Parker,,"Bring a Torch, Jeanette, Isabella",701,70,SATB,Lawson-Gould,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,The Carol of the Birds,702,50,SATB,G. Schirmer,,,Folk-Christmas,"A cappella, solo",,,,,,,,,,,,,,,,,
Shaw-Parker,,The Cherry Tree Carol,703,50,SATB,G. Schirmer,,,Folk-Christmas,"A cappella, solo",,,,,,,,,,,,,,,,,
"Shaw, Robert",,"Christmas Hymns--Set IV O Come, O Come, Emmanuel",704,50,SATB,Shawnee Press,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
"Shaw, Robert",,Deck the Halls,705,15,SATB,G. Schirmer,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,Fum! Fum! Fum!,706,20,SATB,G. Schirmer,,,Christmas,A cappell,,,,,,,,,,,,,,,,,
Shaw-Parker,,The First Nowell,707,30,SATB,G. Schirmer,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,The Holly and the Ivy,709,30,SATB,G. Schirmer,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,Hacia Belen Va Un Borrico,710,35,SATB,G. Schirmer,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,How Unto Bethlehem,711,34,SATB,G. Schirmer,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,It Came Upon a Midnight Clear,713,25,SATB,G. Schirmer,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,Joy to the World,715,40,SATB,G. Schirmer,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,"Haul Away, Joe",716,20,TTBB,Lawson Gould,,,,"A cappella, bari solo",,,,,,,,,,,,,,,,,
Shaw-Parker,,Susanni,717,40,SATB,G. Schirmer,,,German folk,A cappella,,,,,,,,,,,,,,,,,
,,TBD,718,,,,,,,,,,,,,,,,,,,,,,,,
Shaw-Parker,,Silent Night,719,20,SATB,G. Schirmer,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,Masters In This Hall,720,30,SATB,Schirmer,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,Now April Has Come,721,43,SATB,G. Schirmer,,,Welsh Christmas Carol,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,What Child Is This?,722,25,SATB,G. Schirmer,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
Shaw-Parker,,Ya Viene la Vieja,723,40,SATB,G. Schirmer,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
"Siegmeister, Elsie",,Grandma Grunts,727,10,SATB,G. Schirmer,,,Folk,A cappella,,,,,,,,,,,,,,,,,
Smith-Aschenbrenner,,I Won't Kiss Katy,731,20,SATB,Carl Fischer,,,Folk Song,A cappella,,,,,,,,,,,,,,,,,
Smith-Aschenbrenner,,The Peasant and His Oxen,735,25,SSAATTBB,Carl Fischer,,,Folk ,"A cappella, divisi",,,,,,,,,,,,,,,,,
"Smith, William Henry",,Plenty Good Room,737,25,SATB,Neil A. Kjos Music ,,,Folk-Spiritual,A cappella,,,,,,,,,,,,,,,,,
"Smith, William Henry",,Tramping,738,15,SATB,Neil A. Kjos Music ,,,Folk-Spiritual,A cappella,,,,,,,,,,,,,,,,,
Parker and Shaw,,The Twelve Days of Christmas,763,50,SATB,Schirmer,,,,"A cappella, 2 solo quartets",,,,,,,,,,,,,,,,,
Terri,,Coventry Carol,767,30,SATB,Schirmer,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
,,TBD,772,,,,,,,,,,,,,,,,,,,,,,,,
Topper,,Good News,779,26,SATB,Boosey & Hawkes,,,Spiritual,Piano,,,,,,,,,,,,,,,,,
W. F.,,Black Is The Color,807,40,SATB,Mimeographed Copies,,,Folk,parts,,,,,,,,,,,,,,,,,
Waring-Ringwald,,Ole Buttermilk Sky,811,34,SATB,Shawnee Press,,,Folk,Piano,,,,,,,,,,,,,,,,,
Waring-Ringwald,,Wyoming,812,35,SATB,Shawnee Press,,,Folk,Piano,,,,,,,,,,,,,,,,,
"Wasner, Franz",,Angels We Have Heard On High,816,25,SATB,G. Schirmer,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
"Wheelright, L.",,"Go Down, Moses",826,20,SATB,M. Witmark & Sons,,,Folk-Spiritual,Piano,,,,,,,,,,,,,,,,,
"Whitford, Homer",,Masters In This Hall,828,65,SATB,Hall & McCreary,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
"Whitford, Homer",,Ski Song,829,42,SSA,Hall & McCreary,,,Folk,Piano,,,,,,,,,,,,,,,,,
"Wilhousky, Peter J.",,Battle Hymn of the Republic,834,27,SSATTBB,Carl Fischer,,,Folk-Patriotic,Piano,,,,,,,,,,,,,,,,,
Williams,,The Farmer's Daughter,838,14,SATB,G. Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
"Williams, Claude",,Halls Of Ivy,839,20,SATB,Chappell,,,,Piano,,,,,,,,,,,,,,,,,
"Wilson, Harry R.",,Cindy,844,35,SATB,Hall & McCreary,,,Folk,A cappella,,,,,,,,,,,,,,,,,
"Wilson, Harry R.",,Stodala Pumpa,847,7,SAB,Bourne ,,,,Piano,,,,,,,,,,,,,,,,,
Winstead,,Ida Red,848,68,SATB,M. Witmark & Sons,,,Folk,A cappella,,,,,,,,,,,,,,,,,
"Winstead, Kenneth",,Old Joe Clark,849,45,SATB,M. Witmark & Sons,,,Folk,A cappella,,,,,,,,,,,,,,,,,
,,Vespers Choral Collection,859,15,SATB,Boosey & Hawkes,,,Collection,Piano,,,,,,,,,,,,,,,,,
"Burroughs, Bob",,Deck the Halls,865,30,SATB,Belwin-Mills,,,Christmas,Piano,,,,,,,,,,,,,,,,,
"Smith, William Henry",,Climbin' Up the Mountain,866,40,SATB,Neil A. Kjos Music ,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
,,TBD,867,,,,,,,,,,,,,,,,,,,,,,,,
"Erb, James",,Medieval Triptych,868,35,SSA or TTB,Lawson-Gould,,,,A cappella,,,,,,,,,,,,,,,,,
,,TBD,869,,,,,,,,,,,,,,,,,,,,,,,,
,,Jean Berger Workshop,900,30,SATB,,,,Mimeographed copies,A cappella?,,,,,,,,,,,,,,,,,
,,TBD,912,,,,,,,,,,,,,,,,,,,,,,,,
"Shaw, Kirby",,A Tribute To The Duke,961 /2 envelopes,40,SATB,Hal Leonard,,,Jazz,Rhythm Section parts,,,,,,,,,,,,,,,,,
,,TBD,969,,,,,,,,,,,,,,,,,,,,,,,,
"Somers, Harry",,Feller From Fortune,973,35,SATB,Walton Music,,,,Piano,,,,,,,,,,,,,,,,,
"Bukvich, Dan",,Over the Rainbow,974,20,SATB,,,,,A cappella,,,,,,,,,,,,,,,,,
,,TBD,981,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,993,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1003,,,,,,,,,,,,,,,,,,,,,,,,
"Willcocks, David",,We Wish You a Merry Christmas,1008,40,SATB,Oxford University Press,,,Christmas,Organ or piano,,,,,,,,,,,,,,,,,
,,Christmas Carols We Love To Sing,1009,15,SATB,Theodore Presser ,,,"Christmas, collection","A cappella, music deteriorated",,,,,,,,,,,,,,,,,
,,TBD,1010,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1011,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1016,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1031,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1035,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1037,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1038,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1039,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1047,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1052,,,,,,,,,,,,,,,,,,,,,,,,
"Rutter, John",,Down By the Riverside,1061,40,SATB,Oxford Press,,,American folk,"Piano, orchestra",,,,,,,,,,,,,,,,,
,,TBD,1065,,,,,,,,,,,,,,,,,,,,,,,,
,,,1068,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1077,,,,,,,,,,,,,,,,,,,,,,,,
Wirt,,"Four American Folk Tunes, No. 1 Op. 20",1113,60,SATB,Belwin Mills,,,American Folk,Piano,,,,,,,,,,,,,,,,,
,,,1130,,,,,,,,,,,,,,,,,,,,,,,,
Stitzel,,Autumn Leaves,1148,15,SATB,Copies,,,Jazz,,,,,,,,,,,,,,,,,,
"Wilberg, Mack",,Who Is Crying,1160,40,SATB,Hinshaw Music,,,Latvian,A cappella,,,,,,,,,,,,,,,,,
"Vantine, Bruce",,Irish Slumber Song,1162,20,SATB,Theodore Presser ,,,Irish melody,A cappella,,,,,,,,,,,,,,,,,
Busch,,All the Things You Are,1168,12,SATB,Creative World,,,Jazz,Instrument parts included,,,,,,,,,,,,,,,,,
Sternthal,,French Samba Sweet,1177,20,5-part,Copies,,,Jazz,,,,,,,,,,,,,,,,,,
"Kerr, Anita",,"Take the ""A"" Train",1179,24,SATB,Hal Leonard,,,Jazz,Instrument parts included,,,,,,,,,,,,,,,,,
"Wilberg, Mack",,The Shepardess,1182,35,SSATB,Hinshaw,,,French Folk Tune,Piano,,,,,,,,,,,,,,,,,
"Wilberg, Mack",,What Would You Do If You Married A Soldier?,1183,35,SSATB,Hinshaw,,,Irish Folk Tune,Piano,,,,,,,,,,,,,,,,,
"Shaw, Kirby",,This Train,1211,10,SATB,Hal Leonard,,,Jazz,Rhythm section,,,,,,,,,,,,,,,,,
,,TBD,1253,,,,,,,,,,,,,,,,,,,,,,,,
Stitzel,,Don't Blame Me,1255,8,3-Part,Copies,,,Jazz,Rhythm section,,,,,,,,,,,,,,,,,
Stitzel,,September Song,1272,15,3-part ,Copies,,,Jazz,Rhythm section,,,,,,,,,,,,,,,,,
Moore,,Space Captain,1274,2,5-part,Copies,,,Jazz,,,,,,,,,,,,,,,,,,
,,We Shall Overcome,1281,15,SATB,Copies,,,American freedom song,A cappella,,,,,,,,,,,,,,,,,
,,Kum Ba Yah,1282,15,SATB,Photocopies,,,American,A cappella,,,,,,,,,,,,,,,,,
,,TBD,1294,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1303,,,,,,,,,,,,,,,,,,,,,,,,
,,Thirty-five Sacred Rounds and Canons from Four Centuries,1304,4,Multiple,Canyon,,,Collection,A cappella,,,,,,,,,,,,,,,,,
,,TBD,1312,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1313,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1314,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1316,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1318,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1319,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1327,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1328,,,,,,,,,,,,,,,,,,,,,,,,
"Lojeski, Ed",,Boogie Woogie Bugle Boy,1333,6,SSA,MCA Music,,,Jazz,Instrument parts included,,,,,,,,,,,,,,,,,
"Wegmann, Helen",,"Idaho, We Dearly Love Thee",1339,,,Photocopy,,,Idaho Songs,,,,,,,,,,,,,,,,,,
,,TBD,1340,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1341,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1342,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1347,,,,,,,,,,,,,,,,,,,,,,,,
"Wilberg, Mack",,My Love's In Germany,1349,20,SATB,Hinshaw Music,,,folk,4-hand piano,,,,,,,,,,,,,,,,,
"Simeone, Harry",,Jingle Bells,1367,25,SATB,Shawnee Press,,,Holiday,Piano with opt sleigh bells,,,,,,,,,,,,,,,,,
,,TBD,1372,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1380,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1393,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1394,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1399,,,,,,,,,,,,,,,,,,,,,,,,
"Work, John",,This Little Light O' Mine,1407,25,SATB,Galaxy Music,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
"Parker, Alice",,"Johnny, I Hardly Knew Ye",1410,26,SATB,Lawson-Gould,,,Irish Tune,A cappella,,,,,,,,,,,,,,,,,
"Parker, Alice",,Eight American Mountain Hymns,1411,21,SATB,Lawson-Gould,,,American Hymns,A cappella,,,,,,,,,,,,,,,,,
,,Madrigal Dinner Service Music,1436,1,SATB,copies,,,Program compilation,,,,,,,,,,,,,,,,,,
,,TBD,1442,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1458,,,,,,,,,,,,,,,,,,,,,,,,
Shaw-Parker,,I Got Shoes,1462,7,SATB,Lawson-Gould,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
"Swenson, Warren",,"All My Trials, Lord",1466,18,SATB,Galaxy Music ,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
"Spevacek, Linda",,The Turtle Dove,1468,25,SATB,Jenson,,,Folk ,flute,,,,,,,,,,,,,,,,,
Shaw-Parker,,Sometimes I Feel Like A Motherless Child,1471,8,SATB,Lawson Gould,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
,,TBD,1473,,,,,,,,,,,,,,,,,,,,,,,,
"Nygard, Carl Jr.",,His Truth Is Marching On,1479,5,SATB,Hinshaw Music,,,Sacred,Piano,,,,,,,,,,,,,,,,,
"Schalk, Carl",,"Jesus. Jesus, Rest Your Head",1502,14,SATB,Concordia ,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
,,TBD,1503,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1504,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1505,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1506,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1531,,,,,,,,,,,,,,,,,,,,,,,,
"Taylor, Noxie J.",,The Twenty-Third Psalm,1532,5,SSA (T/B),Cambiata Press,,,Sacred,Piano,,,,,,,,,,,,,,,,,
"Riley, David",,Bingo,1538,4,SATB,Cambiata Press,,,German folk song,A cappella,,,,,,,,,,,,,,,,,
,,Song of Liberty,1546,5,SAB,Hinshaw,,,Patriotic,Piano,,,,,,,,,,,,,,,,,
"Springfield, J. Goodson",,Fum! Fum! Fum!,1583,5,SATB,Cambiata Press,,,"Spanish melody, Christmas",String bass or guitar,,,,,,,,,,,,,,,,,
,,TBD,1585,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1598,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1623,,,,,,,,,,,,,,,,,,,,,,,,
"Snyder, Audrey",,Who Will Give Me Wings,1627,20,SATB,Hal Leonard,,,Jewish Melody,"Piano, solo instrument",,,,,,,,,,,,,,,,,
"Smith, Gregg",,Blow the Candles Out,1630,35,SATB,G. Schirmer/Hal Leonard,,,Part song,A cappella,,,,,,,,,,,,,,,,,
,,TBD,1632,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1636,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1637,,,,,,,,,,,,,,,,,,,,,,,,
"Robinson, Russell",,Happy Birthday To You,1638,20,SATB,Warner Bros,,,Traditional,Piano,,,,,,,,,,,,,,,,,
"Twine, Linda",,Sit Down Servant,1639,35,SATB,Hinshaw Music ,,,Spiritual,Piano,,,,,,,,,,,,,,,,,
,,TBD,1640,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1660,,,,,,,,,,,,,,,,,,,,,,,,
,,TBD,1715,,,,,,,,,,,,,,,,,,,,,,,,
"Dilworth, Rollo",,Walk in Jerusalem,1727,45,SATB,Hal Leonard,,,Spiritual,Piano,,,,,,,,,,,,,,,,,
"Hancock, Gerre",,Deep River,1733,35,SSAATTBB,Hal Leonard,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
"Facer, Charles",,"Joseph Dearest, Joseph Mine",1737,50,SSATTBB,Sacred Music Press,,,Christmas,A cappella with solos,,,,,,,,,,,,,,,,,
,,TBD,1760,,,,,,,,,,,,,,,,,,,,,,,,
"Hatfield, Stephen",,Son de Camaguey,1765,,SATB,Boosey and Hawkes,,,Cuban Folk Song,Percussion ,,,,,,,,,,,,,,,,,
,,TBD,1775,,,,,,,,,,,,,,,,,,,,,,,,
"Johnson, Ralph",,"Praise to the Lord (processional, Cameroon)",1794,50,SATB,Earthsongs,,,,"A cappella, percussion",,,,,,,,,,,,,,,,,
,,TBD,1809,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall, Christopher",,"Minoi, Minoi",1810,30,SATB,Alliance,,,,A cappella,,,,,,,,,,,,,,,,,
"McKelvy, James",,The Star-Spangled Banner,1816,80,"SSA, TTBB, SATB",Shawnee Press,,,,Brass and timpani,,,,,,,,,,,,,,,,,
"Murphy, James",,When You Wish Upon a Star,1836,20,SATB,,,,,A cappella divisi,,,,,,,,,,,,,,,,,
,,TBD,1875,,,,,,,,,,,,,,,,,,,,,,,,
"Still, William Grant",,I Feel Like My Time Ain't Long,1876,60,SATB,Theodore Presser,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
,,TBD,1883,,,,,,,,,,,,,,,,,,,,,,,,
"Wilberg, Mack",,O Whistle and I'll Come to Ye,1911,75,SATB,Hinshaw Music,,,,Piano duet,,,,,,,,,,,,,,,,,
"Hailey, William",,Not One Sparrow Is Forgotten,1957,25,SATB,Colla Voce,,,,A cappella,,,,,,,,,,,,,,,,,
"Moore, Undine S.",,"Daniel, Daniel, Servant of the Lord",1970,26,SATB,Belwin/Alfred,,,,A cappella divisi,,,,,,,,,,,,,,,,,
"Barnett, Carol",,Cindy,1994,27,SATB,Colla voce,,,,Piano or guitar,,,,,,,,,,,,,,,,,
"Wilco is, David",,Master in This Hall,2000,20,SATB,Oxford,,,Christmas,Piano,,,,,,,,,,,,,,,,,
"Rutter, John",,"Blow, Blow, Thou Winter Wind",2003,37,SATB,Oxford,,,,Piano,,,,,,,,,,,,,,,,,
"Gibbs, Stacey V.",,I don' feel no ways tired,2008,24,SATB,Alliance,,,,A cappella,,,,,,,,,,,,,,,,,
"Thomas, Andre",,African Noel,2010,2,SATB,Lawson Gould,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
Nunez and Papoulis,,Deck the Halls,2031,75,SATB,Boosey & Hawkes,,,,A cappella,,,,,,,,,,,,,,,,,
"Gibbs, Stacey V.",,Way Over in Beulah Lan',2032,30,SATB,Gentry,,,,A cappella,,,,,,,,,,,,,,,,,
"Quick, J.",,Loch Lomand,2035,13,TTBB,Musical Resources,,,,A cappella,,,,,,,,,,,,,,,,,
"Kallman, Sten",,Gede Nibo,2038,35,SATB,earthsongs,,,,Percussion a cappella,,,,,,,,,,,,,,,,,
"Lawson, Phillip",,Down to the River to Pray,2040,6,SATB,Hal Leonard,,,,A cappella divisi,,,,,,,,,,,,,,,,,
"Rutter, John",,We Wish You a Merry Christmas,2047,30,SATB,Hinshaw Music,,,Christmas,Piano,,,,,,,,,,,,,,,,,
"Sund, Robert",,The Drunken Sailor (Sea Chantey),2064,30,SATB,Walton Music,,,,A cappella,,,,,,,,,,,,,,,,,
"Lojeski, Ed",,Let It Snow! Let It Snow! Let It Snow!,2069,30,SATB,Hal Leonard,,,Christmas,Piano,,,,,,,,,,,,,,,,,
" Ivo, Antognini",,Silent Night,2070,30,SATB,Schirmer,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
"Staheli, Ronald",,How Can I Keep From Singing,2072,25,SATB,Hinshaw Music,,,,A cappella,,,,,,,,,,,,,,,,,
"Sargent, Malcolm",,Cowboy Carol,2076,30,SSAATTBB,Oxford,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
"Hagen, Jocelyn",,Deck the Hall,2079,15,SATB,Jocelyn Hagen Publishing,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
"Rutter, John",,The Twelve Days of Christmas,2085,35,SATB,Oxford,,,Christmas,Piano or orchestra,,,,,,,,,,,,,,,,,
"Jalkeus, Margareta",,Prepare the Way,2088,30,SATTB,Walton,,,,A cappella,,,,,,,,,,,,,,,,,
"Hunter, Ralph",,Viva Tutti,2089,15,TTB,Lawson Gould,,,,A cappella,,,,,,,,,,,,,,,,,
"Hunter, Ralph",,The Streets of Laredo,2090,16,TTBB,Lawson Gould,,,,Piano,,,,,,,,,,,,,,,,,
"Hunter, Ralph and Shaw, Robert",,Grandfather's Clock,2093,8,TTBB,Lawson Gould,,,,A cappella,,,,,,,,,,,,,,,,,
"Ringwald, Roy",,Believe Me If All Those Endearing Young Charms,2100,25,TTBB,Shawnee Press,,,,Piano,,,,,,,,,,,,,,,,,
"Ringwald, Roy",,Gospel Ship,2106,7,TTBB,Words and Music inc.,,,Spiritual,Piano,,,,,,,,,,,,,,,,,
"Smith, Henry",,Climbin' Up the Mountain,2107,20,TTBB,The Neil A Kjos Music Co,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
"Smith, William",,Sometimes I Feel Like a Motherless Child,2108,8,TTBB,Neil A Kjos Music Co,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
"Dawson, William",,There Is a Balm In Gilead,2109,20,TTBB,Music Press,,,Spiritual,A capella,,,,,,,,,,,,,,,,,
"Holler, John",,Four Slovak Christmas Carols,2110,25,TTBB,Ted Brown Music,,,Christmas ,A cappella,,,,,,,,,,,,,,,,,
"Shaw, Robert",,"If I Got My Ticket, Can I Ride?",2111,24,TBB,Schirmer,,,Spiritual,"A cappella, tenor solo",,,,,,,,,,,,,,,,,
"Smith, Henry",,Ride the Chariot,2112,19,TTBB,Neil A Kjos Music Co,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
"Ringwald, Roy",,Steal Away,2113,26,TTBB,No info,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
Parker & Shaw,,Mary Had a Baby,2115,15,TTBB,Schirmer,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
Parker & Shaw,,O Tannenbaum,2116,19,TTBB,Schirmer,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
Parker & Shaw,,March of the Kings,2117,25,TTBB,Schirmer,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
Parker & Shaw,,The Boar's Head Carol,2118,21,TTBB,Schirmer,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
Parker & Shaw,,La Virgen lava panales,2120,25,TTBB,Schirmer,,,,"A cappella, sop and alto solos",,,,,,,,,,,,,,,,,
"Ringwald, Roy",,All Through the Night,2122,30,TTBB,No info,,,,A cappella,,,,,,,,,,,,,,,,,
"De Paur, Leonard",,Marry a Woman Uglier Than You,2123,21,TTBB,Lawson Gould,,,,A cappella,,,,,,,,,,,,,,,,,
"Adapted Copeland, Aaron",,The Boatmen's Dance,2124,18,TTBB,Boosey & Hawkes,,,,Piano,,,,,,,,,,,,,,,,,
"Fletcher, Percy E.",,John Peel,2126,30,TTBB,Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
Parker & Shaw,,Stormalong John,2127,25,TTBB,Lawson Gould,,,,"A cappella, baritone solo",,,,,,,,,,,,,,,,,
Parker & Shaw,,Bound For the Rio Grande,2128,13,TTBB,Lawson Gould,,,,"A cappella, tenor solo",,,,,,,,,,,,,,,,,
"DeCormier, Robert",,La Canzone Del Vino (A Song to the Wine),2135,32,TTBB,Lawson Gould,,,,A cappella,,,,,,,,,,,,,,,,,
"De Paur, Leonard",,God Rest Ye Merry Gentlemen,2136,20,TTBB,Lawson Gould,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
Parker & Shaw,,L'Amour de May,2137,25,TTBB,Lawson Gould,,,,"A cappella, tenor solo",,,,,,,,,,,,,,,,,
"De Cormier, Robert",,Hunter's Song,2141,33,TTBB,Lawson Gould,,,,"A cappella, opt. Accordion, guitar, string bass",,,,,,,,,,,,,,,,,
Parker & Shaw,,Lowlands,2144,5,TTBB,Lawson Gould,,,,A cappella,,,,,,,,,,,,,,,,,
Parker & Shaw,,Seeing Nellie Home,2145,30,TTBB,Lawson Gould,,,,A cappella,,,,,,,,,,,,,,,,,
"Zaninelli, Luigi",,The Water Is Wide,2148,20,TTBB,Shawnee Press,,,,Piano,,,,,,,,,,,,,,,,,
"Burleigh, H.T.",,Ezekiel Saw de Wheel,2149,8,TTBB,G. Recordings & Co,,,,A cappella,,,,,,,,,,,,,,,,,
"Grotenhuis, Dale",,Songs of the Masters,2150,12,TTBB,Jenson,,,,Piano,,,,,,,,,,,,,,,,,
Parker & Shaw,,A-Roving,2151,6,TTBB,Lawson Gould,,,,"A cappella, tenor solo",,,,,,,,,,,,,,,,,
"Shaw, Robert",,Set Down Servant!,2154,30,TTBB,Shawnee Press,,,,Piano,,,,,,,,,,,,,,,,,
"Norman, Ken",,Camelot,2155,20,TTBB,no info,,,,A cappella,,,,,,,,,,,,,,,,,
Parker & Shaw,,The Drummer and the Cook,2156,18,TTBB,Lawson Gould,,,,"A cappella, divisi",,,,,,,,,,,,,,,,,
"Lee, Giles",,Poor Lonesome Cowboy,2158,5,TTBB,Cambiata Press,,,,A cappella,,,,,,,,,,,,,,,,,
"Thomas, Andre J.",,"Swing Down, Chariot",2166,1,TTBB,Heritage Music,,,,A cappella,,,,,,,,,,,,,,,,,
"Lamont, A.R.",,A Scotch Christmas Carol,2167,35,SSA,Neil A. Kjos,,,Christmas,Piano,,,,,,,,,,,,,,,,,
"Gaul, Harvey",,The Christ of the Snow,2169,50,SSA,M. Witmark and sons,,,Hungarian Christmas,piano,,,,,,,,,,,,,,,,,
"Luvaa, Morten",,Ho-la-li,2170,6,SSA,C.C Birchard,,,Bavarian Folk Song,Piano,,,,,,,,,,,,,,,,,
"Davis, Katherine",,Barbara Allen,2171,25,SSA,Galaxy Music,,,,A cappella,,,,,,,,,,,,,,,,,
"Woodgate, Leslie ",,"The Wraggle Taggle Gipsies, O!",2173,60,SSA,Schirmer,,,English Folk Song,Piano,,,,,,,,,,,,,,,,,
"Wendy, Theophil",,Roundelay,2174,60,SSA,Carl Fischer,,,Norwegian Folk Song,Piano,,,,,,,,,,,,,,,,,
"Harris, Victor",,Griselidis,2175,10,SSAA,Oliver Ditson,,,,Opt. Piano,,,,,,,,,,,,,,,,,
"Fletcher, Percy E.",,The Galway Piper,2177,22,SSA,Oliver Ditson,,,Irish Air,Piano,,,,,,,,,,,,,,,,,
"Riegger, Wallingford",,Dark Eyes,2178,30,SSA,Harold Flammer,,,Russian Folk Song,Piano,,,,,,,,,,,,,,,,,
"Pitcher, Gladys",,Turn Ye To Me,2179,45,SSA,CC Birchard,,,Scottish Melody,Piano,,,,,,,,,,,,,,,,,
"Treharne, Bryceson",,Dark Eyes,2180,13,SSA,Boston Music,,,Russian Folkd Song,Piano,,,,,,,,,,,,,,,,,
"Scott, Tom",,The Erie Canal,2181,50,SSA,Words and Music,,,American Work Song,"Piano, alto solo",,,,,,,,,,,,,,,,,
